begintrip_at,begintrip_lat,begintrip_lng,dropoff_lat,dropoff_lng,uid
2015-02-13_01:39:08,36.1699,-86.7463,36.1664,-86.7355,342
2015-02-16_01:50:19,36.166,-86.7551,36.1525,-86.7557,9f8
2015-02-07_02:26:28,36.1646,-86.6997,36.1725,-86.6867,b2a
2015-02-21_23:53:56,36.1653,-86.7766,36.1711,-86.7456,1e8
2015-02-19_03:29:24,36.1559,-86.731,36.1697,-86.7486,cb6
2015-02-26_23:21:48,36.17,-86.687,36.1656,-86.7053,edc
2015-02-08_06:31:21,36.1801,-86.6745,36.1697,-86.7475,e2c
2015-02-23_22:21:55,36.1534,-86.7249,36.166,-86.7413,bcc
2015-02-06_04:07:37,36.1762,-86.677,36.1724,-86.696,c22
2015-02-20_22:40:43,36.1683,-86.745,36.1788,-86.7397,5fc
2015-02-17_16:50:52,36.1839,-86.6731,36.1773,-86.73,572
2015-02-20_14:36:31,36.1705,-86.6766,36.1705,-86.6766,202
2015-02-22_04:36:41,36.1744,-86.6456,36.1723,-86.6584,a64
2015-02-22_05:05:49,36.1559,-86.7325,36.18,-86.6511,9a0
2015-02-24_14:11:24,36.1808,-86.6953,36.1704,-86.6992,4ea
2015-02-11_23:30:14,36.1721,-86.696,36.1545,-86.7204,578
2015-02-28_15:05:46,36.1785,-86.6709,36.1693,-86.6958,4e4
2015-02-07_05:31:13,36.156,-86.7329,36.1646,-86.7055,460
2015-02-21_16:26:30,36.1722,-86.6867,36.1702,-86.6878,79a
2015-02-22_03:18:31,36.1829,-86.7517,36.1682,-86.7523,f72
2015-02-14_00:35:06,36.1674,-86.6706,36.1753,-86.6787,26a
2015-02-03_20:39:11,36.1649,-86.7041,36.1779,-86.6981,7ce
2015-02-26_00:10:33,36.1828,-86.6712,36.1777,-86.6931,2a4
2015-02-12_18:39:09,36.1535,-86.7285,36.1669,-86.7539,592
2015-02-22_22:40:07,36.1659,-86.7691,36.1739,-86.7381,e34
2015-02-20_21:19:28,36.1683,-86.7489,36.1765,-86.7502,e94
2015-02-23_22:41:35,36.1666,-86.7533,36.1735,-86.7502,db0
2015-02-20_23:46:04,36.1654,-86.6994,36.1672,-86.7533,3dc
2015-02-01_22:50:38,36.1654,-86.7763,36.1559,-86.7283,0f6
2015-02-10_14:51:59,36.1772,-86.6743,36.17,-86.704,5a8
2015-02-21_15:23:26,36.1673,-86.7028,36.174,-86.711,63e
2015-02-11_12:34:02,36.155,-86.7104,36.1721,-86.6949,bf2
2015-02-06_05:32:13,36.1783,-86.6984,36.1675,-86.7029,828
2015-02-18_13:58:17,36.1755,-86.6981,36.1677,-86.7017,45e
2015-02-21_23:51:58,36.1776,-86.6997,36.1675,-86.7574,41c
2015-02-02_20:04:03,36.1849,-86.6643,36.1739,-86.6739,a80
2015-02-05_03:40:50,36.17,-86.6866,36.18,-86.6635,d84
2015-02-14_23:13:12,36.1624,-86.7374,36.1522,-86.7321,6aa
2015-02-03_01:59:28,36.17,-86.6903,36.152,-86.6581,702
2015-02-04_15:29:06,36.1539,-86.7665,36.154,-86.7664,01e
2015-02-04_12:33:47,36.18,-86.7315,36.1614,-86.7444,554
2015-02-13_15:42:51,36.1809,-86.6953,36.1702,-86.6875,90e
2015-02-05_23:50:52,36.1659,-86.7414,36.1693,-86.7478,3e0
2015-02-14_22:54:20,36.154,-86.7288,36.155,-86.7118,506
2015-02-10_14:56:28,36.1804,-86.7551,36.1566,-86.7278,70c
2015-02-07_23:51:34,36.1809,-86.6753,36.1735,-86.6783,1a6
2015-02-28_20:27:09,36.1622,-86.6652,36.1664,-86.7347,4ee
2015-02-02_05:26:54,36.186,-86.6963,36.1955,-86.7062,bae
2015-02-01_05:39:53,36.1548,-86.7311,36.161,-86.7015,d26
2015-02-28_04:35:33,36.1671,-86.7528,36.1862,-86.7136,12c
2015-02-08_01:08:27,36.1559,-86.7301,36.1625,-86.7375,3c0
2015-02-14_03:39:20,36.1696,-86.7046,36.1674,-86.7142,30e
2015-02-21_01:46:19,36.156,-86.7325,36.1543,-86.7539,158
2015-02-07_02:41:58,36.1608,-86.7564,36.1642,-86.7398,818
2015-02-05_16:51:31,36.1696,-86.7431,36.1691,-86.699,a2c
2015-02-19_16:50:42,36.1776,-86.698,36.1664,-86.7039,d58
2015-02-01_01:49:50,36.1845,-86.6677,36.1775,-86.6745,d12
2015-02-02_18:24:09,36.1644,-86.7031,36.1727,-86.6975,eb2
2015-02-13_13:48:03,36.163,-86.703,36.1775,-86.6939,09c
2015-02-14_03:01:01,36.1801,-86.6819,36.1876,-86.6982,3d6
2015-02-02_03:48:21,36.1557,-86.7242,36.1723,-86.7733,fa6
2015-02-13_21:59:13,36.1655,-86.7465,36.1736,-86.7501,6c8
2015-02-09_17:34:19,36.1595,-86.7108,36.1606,-86.6709,9ae
2015-02-21_06:58:17,36.156,-86.7312,36.1859,-86.6833,f58
2015-02-18_00:16:37,36.1862,-86.6954,36.1751,-86.6961,d10
2015-02-22_21:32:32,36.1693,-86.7481,36.1757,-86.6787,416
2015-02-26_02:18:40,36.1538,-86.6852,36.1561,-86.7308,c28
2015-02-06_16:16:17,36.1529,-86.7546,36.1665,-86.7502,46c
2015-02-19_02:48:30,36.1736,-86.7076,36.1765,-86.6957,d4c
2015-02-28_06:23:04,36.1681,-86.7498,36.1488,-86.7411,66e
2015-02-14_23:11:25,36.1544,-86.7288,36.1716,-86.7425,ef8
2015-02-23_02:14:12,36.169,-86.75,36.1867,-86.6742,0dc
2015-02-25_18:21:07,36.1553,-86.6669,36.1657,-86.6783,488
2015-02-08_09:12:35,36.169,-86.7464,36.1815,-86.6683,9aa
2015-02-26_05:20:10,36.1664,-86.75,36.1514,-86.7492,94e
2015-02-21_05:21:56,36.1714,-86.7631,36.1709,-86.7076,60a
2015-02-17_06:41:35,36.1559,-86.7331,36.1629,-86.7279,468
2015-02-25_13:06:20,36.1809,-86.674,36.1672,-86.7532,e1e
2015-02-10_19:06:14,36.1807,-86.7539,36.1808,-86.7533,bfa
2015-02-10_06:27:40,36.1555,-86.722,36.1518,-86.6773,974
2015-02-21_02:01:28,36.1565,-86.7326,36.1667,-86.7438,962
2015-02-14_16:13:00,36.1767,-86.6668,36.1705,-86.6937,c04
2015-02-22_10:04:56,36.1688,-86.7459,36.1815,-86.6887,aa6
2015-02-21_06:04:10,36.1555,-86.6758,36.1655,-86.7014,f7a
2015-02-18_19:28:58,36.174,-86.6914,36.1671,-86.7036,544
2015-02-27_02:56:48,36.1638,-86.6653,36.1724,-86.6916,8e6
2015-02-13_17:53:44,36.1683,-86.7013,36.1592,-86.6715,e02
2015-02-15_05:51:58,36.1741,-86.6953,36.1645,-86.6992,0e4
2015-02-05_16:31:44,36.1706,-86.6881,36.1666,-86.6873,7aa
2015-02-21_01:56:07,36.1654,-86.7335,36.1668,-86.7438,b46
2015-02-09_18:28:12,36.1808,-86.6822,36.1777,-86.6932,2a4
2015-02-22_04:44:07,36.1698,-86.7458,36.156,-86.731,e3c
2015-02-07_21:30:50,36.1573,-86.7234,36.1514,-86.7148,360
2015-02-05_14:20:17,36.1772,-86.6744,36.17,-86.7039,5a8
2015-02-14_14:02:46,36.1994,-86.6791,36.1675,-86.7481,3f2
2015-02-28_03:53:41,36.1744,-86.7355,36.1683,-86.7013,78a
2015-02-19_01:39:42,36.1675,-86.7464,36.1774,-86.6774,302
2015-02-10_01:32:20,36.1804,-86.6832,36.1801,-86.6743,928
2015-02-12_13:50:51,36.1696,-86.7475,36.1676,-86.7459,318
2015-02-06_02:27:34,36.1905,-86.7105,36.1851,-86.6845,d18
2015-02-12_13:13:04,36.1853,-86.6815,36.1674,-86.6859,c52
2015-02-21_06:19:38,36.1605,-86.7559,36.154,-86.7365,39e
2015-02-28_07:55:42,36.1698,-86.682,36.1758,-86.6798,96c
2015-02-10_13:51:13,36.1682,-86.6707,36.1715,-86.7003,634
2015-02-27_14:26:51,36.1789,-86.6906,36.1557,-86.757,c02
2015-02-14_05:33:04,36.1714,-86.675,36.1709,-86.6869,b94
2015-02-13_17:27:22,36.1645,-86.7482,36.1667,-86.7044,93a
2015-02-05_15:52:16,36.176,-86.6774,36.1689,-86.7013,fb8
2015-02-02_14:52:21,36.1867,-86.7144,36.1664,-86.7552,646
2015-02-07_05:48:08,36.1669,-86.753,36.1664,-86.7348,f7c
2015-02-27_23:48:29,36.1812,-86.7045,36.1862,-86.6953,a34
2015-02-01_06:14:13,36.1765,-86.7332,36.1874,-86.7034,192
2015-02-07_15:04:43,36.1803,-86.6764,36.1508,-86.7496,ea6
2015-02-20_04:59:17,36.1625,-86.737,36.156,-86.7306,97e
2015-02-21_04:24:01,36.162,-86.7696,36.1561,-86.7302,aec
2015-02-13_04:29:59,36.159,-86.7045,36.1621,-86.7009,234
2015-02-01_03:29:26,36.1668,-86.7567,36.1561,-86.7309,1a0
2015-02-07_02:43:36,36.1625,-86.7374,36.1542,-86.7267,0f0
2015-02-20_21:33:43,36.1737,-86.6908,36.1658,-86.698,966
2015-02-09_23:56:40,36.176,-86.6772,36.1777,-86.6639,352
2015-02-21_20:22:33,36.1671,-86.7466,36.179,-86.7301,a14
2015-02-01_00:32:25,36.1835,-86.6752,36.1939,-86.7061,c48
2015-02-18_18:53:35,36.1716,-86.6957,36.1766,-86.675,610
2015-02-04_21:53:12,36.1609,-86.7166,36.1811,-86.6781,f06
2015-02-15_05:32:29,36.2013,-86.7007,36.1788,-86.7397,266
2015-02-14_03:01:27,36.1689,-86.7024,36.1713,-86.7063,150
2015-02-02_23:16:18,36.166,-86.7414,36.1668,-86.7546,e40
2015-02-16_00:43:42,36.1936,-86.7062,36.1676,-86.7528,564
2015-02-14_12:36:32,36.1688,-86.75,36.1826,-86.7509,e78
2015-02-08_19:53:17,36.167,-86.6894,36.1758,-86.6782,856
2015-02-22_23:25:28,36.1716,-86.7605,36.156,-86.7343,4ae
2015-02-21_06:11:00,36.1713,-86.7628,36.1682,-86.6825,1fe
2015-02-11_02:41:51,36.1686,-86.7004,36.1808,-86.6953,4ea
2015-02-07_05:41:27,36.156,-86.7318,36.1642,-86.7916,7b0
2015-02-25_04:06:10,36.1608,-86.7565,36.1894,-86.729,b16
2015-02-07_03:38:38,36.1663,-86.7528,36.1791,-86.7312,f18
2015-02-21_03:28:25,36.1636,-86.702,36.1646,-86.7057,ecc
2015-02-13_23:39:39,36.1551,-86.7619,36.1554,-86.7204,670
2015-02-25_02:06:54,36.1679,-86.7019,36.1786,-86.7001,0e0
2015-02-07_00:49:10,36.1955,-86.7062,36.181,-86.6783,bae
2015-02-11_03:00:59,36.1558,-86.7272,36.1656,-86.7052,828
2015-02-18_14:30:55,36.1767,-86.757,36.1641,-86.7526,fa6
2015-02-15_03:09:42,36.1728,-86.7545,36.1642,-86.6996,79a
2015-02-20_20:02:01,36.1632,-86.74,36.17,-86.7431,476
2015-02-22_03:02:24,36.1856,-86.6899,36.1943,-86.7059,950
2015-02-07_02:47:17,36.1597,-86.7679,36.1536,-86.7257,61a
2015-02-04_14:12:11,36.1735,-86.6867,36.1574,-86.6611,ec6
2015-02-16_02:18:01,36.1718,-86.6864,36.1772,-86.6627,768
2015-02-07_23:59:52,36.156,-86.7338,36.1668,-86.7019,c64
2015-02-07_04:55:28,36.1669,-86.7468,36.1559,-86.7342,226
2015-02-13_23:32:57,36.1677,-86.7456,36.1677,-86.7519,34a
2015-02-18_23:09:50,36.1758,-86.7049,36.1809,-86.6753,0c2
2015-02-12_04:08:39,36.176,-86.6773,36.1691,-86.748,95c
2015-02-20_05:04:21,36.183,-86.7173,36.1831,-86.7174,0b2
2015-02-07_04:53:44,36.1887,-86.6893,36.1706,-86.7053,4ea
2015-02-08_00:53:00,36.1675,-86.684,36.1809,-86.68,ab6
2015-02-27_23:35:01,36.1724,-86.7414,36.1858,-86.7103,814
2015-02-19_05:39:40,36.1623,-86.701,36.1637,-86.7057,022
2015-02-25_07:19:52,36.174,-86.6779,36.1715,-86.6864,15a
2015-02-13_22:17:03,36.152,-86.7533,36.1698,-86.7467,e6a
2015-02-08_06:13:26,36.1576,-86.7581,36.1791,-86.7312,336
2015-02-20_14:43:32,36.1702,-86.6882,36.1655,-86.705,652
2015-02-05_13:45:52,36.162,-86.6982,36.1724,-86.6974,1ee
2015-02-22_00:17:04,36.1643,-86.7051,36.1551,-86.7117,450
2015-02-20_03:28:13,36.1698,-86.7463,36.1679,-86.6831,4d2
2015-02-07_04:39:23,36.1671,-86.7023,36.1796,-86.6792,cfe
2015-02-15_00:56:13,36.1685,-86.752,36.1791,-86.7312,8be
2015-02-02_00:23:43,36.1802,-86.6737,36.1981,-86.6617,8f2
2015-02-13_12:58:09,36.1538,-86.7363,36.1666,-86.7547,2b6
2015-02-21_04:09:56,36.1714,-86.7629,36.1613,-86.7676,842
2015-02-27_05:33:11,36.1763,-86.6775,36.1711,-86.6869,17a
2015-02-01_04:10:40,36.1509,-86.7128,36.1559,-86.7309,c66
2015-02-07_04:57:24,36.1537,-86.7349,36.156,-86.7312,7fe
2015-02-15_05:53:59,36.1621,-86.711,36.1655,-86.6996,88a
2015-02-16_14:07:50,36.171,-86.6752,36.1675,-86.6858,43e
2015-02-15_13:05:42,36.1537,-86.7349,36.1862,-86.6919,40e
2015-02-02_12:36:31,36.1768,-86.6865,36.1691,-86.7078,45e
2015-02-09_14:51:57,36.1775,-86.6686,36.1757,-86.6787,cba
2015-02-14_05:16:43,36.1815,-86.7228,36.1804,-86.6836,4f6
2015-02-08_00:07:12,36.1525,-86.7262,36.1556,-86.7238,1d8
2015-02-20_23:38:36,36.1769,-86.7673,36.1758,-86.7327,4b6
2015-02-07_06:35:12,36.1557,-86.7312,36.185,-86.6787,4f6
2015-02-19_03:20:03,36.17,-86.7452,36.1725,-86.7413,4dc
2015-02-22_01:12:26,36.1757,-86.7328,36.1724,-86.7737,048
2015-02-18_12:40:36,36.1499,-86.7412,36.1619,-86.7455,dae
2015-02-08_00:10:01,36.1803,-86.6916,36.1704,-86.6872,f5e
2015-02-02_23:41:11,36.1701,-86.6909,36.181,-86.6574,b26
2015-02-01_05:01:00,36.1552,-86.7222,36.1624,-86.7366,36a
2015-02-22_06:58:21,36.1807,-86.6739,36.1627,-86.699,28e
2015-02-06_05:21:02,36.1679,-86.7019,36.161,-86.7075,732
2015-02-04_05:20:11,36.1559,-86.7271,36.1763,-86.6733,62c
2015-02-19_21:12:48,36.1661,-86.7537,36.1816,-86.7661,232
2015-02-02_01:41:30,36.1613,-86.7082,36.1653,-86.6968,342
2015-02-06_06:11:06,36.1557,-86.7254,36.1625,-86.7375,c30
2015-02-22_15:07:53,36.1654,-86.6969,36.1708,-86.7113,91c
2015-02-14_06:34:22,36.1764,-86.7332,36.1552,-86.7619,670
2015-02-22_01:43:57,36.1826,-86.6806,36.1925,-86.7076,e76
2015-02-21_07:13:07,36.1724,-86.6959,36.1796,-86.6915,8f8
2015-02-03_00:07:16,36.1545,-86.735,36.1512,-86.7265,bf4
2015-02-27_14:38:11,36.1754,-86.6788,36.1545,-86.7089,c24
2015-02-14_04:20:06,36.1503,-86.7159,36.1597,-86.6977,0fe
2015-02-17_07:13:34,36.1727,-86.6921,36.1668,-86.6885,6ea
2015-02-25_01:19:47,36.1882,-86.6653,36.1721,-86.648,22a
2015-02-21_16:26:16,36.1551,-86.735,36.1763,-86.6775,d1a
2015-02-14_00:34:39,36.1881,-86.6645,36.1727,-86.6476,22a
2015-02-18_23:59:03,36.1557,-86.7263,36.1935,-86.7212,d2c
2015-02-19_00:05:16,36.1619,-86.6646,36.1534,-86.6682,03a
2015-02-15_03:13:10,36.1555,-86.7207,36.154,-86.7355,714
2015-02-11_16:13:47,36.1808,-86.6953,36.1703,-86.6873,90e
2015-02-02_14:47:07,36.1673,-86.705,36.1668,-86.7568,7d8
2015-02-02_22:00:34,36.1559,-86.7315,36.1865,-86.6959,a94
2015-02-11_15:44:55,36.1609,-86.6694,36.182,-86.6588,504
2015-02-27_05:27:06,36.156,-86.7311,36.1746,-86.7368,dde
2015-02-14_04:22:22,36.1693,-86.7529,36.1669,-86.7439,0b8
2015-02-16_00:48:31,36.1559,-86.7354,36.179,-86.741,8b0
2015-02-21_05:02:23,36.1628,-86.737,36.1546,-86.7266,e44
2015-02-24_19:11:07,36.1671,-86.6984,36.1669,-86.7507,b24
2015-02-01_00:45:53,36.1658,-86.7413,36.1679,-86.753,7b4
2015-02-08_07:12:22,36.1791,-86.7313,36.1691,-86.7459,730
2015-02-01_04:04:10,36.1754,-86.7333,36.1695,-86.7476,c8e
2015-02-28_06:09:42,36.171,-86.7421,36.1729,-86.6858,666
2015-02-28_23:02:08,36.1557,-86.6612,36.1641,-86.661,ef2
2015-02-20_02:12:51,36.1674,-86.6843,36.1772,-86.688,b14
2015-02-23_17:37:52,36.168,-86.7122,36.1709,-86.6997,a7a
2015-02-01_00:08:34,36.1556,-86.7388,36.1811,-86.673,e0c
2015-02-22_07:02:32,36.1513,-86.7129,36.1555,-86.7181,73e
2015-02-28_06:02:50,36.1736,-86.7554,36.1791,-86.727,2fa
2015-02-05_18:54:42,36.1611,-86.7074,36.156,-86.7327,fd6
2015-02-22_01:31:17,36.1681,-86.7026,36.17,-86.6867,ba6
2015-02-19_16:27:13,36.1955,-86.6727,36.1816,-86.6576,b1e
2015-02-06_17:46:14,36.1804,-86.6914,36.1859,-86.6661,d68
2015-02-14_13:20:53,36.1661,-86.7414,36.1697,-86.7445,e72
2015-02-11_01:32:54,36.1559,-86.7298,36.1556,-86.7232,25a
2015-02-01_19:11:16,36.1674,-86.6856,36.1687,-86.7512,cb2
2015-02-18_23:01:47,36.1639,-86.747,36.1686,-86.7524,b24
2015-02-19_03:17:00,36.1792,-86.6903,36.1734,-86.6794,808
2015-02-15_19:11:19,36.1668,-86.7034,36.1665,-86.718,958
2015-02-11_19:54:34,36.1628,-86.7358,36.1558,-86.736,750
2015-02-19_19:46:24,36.1671,-86.7449,36.1694,-86.7446,aaa
2015-02-07_14:32:11,36.1871,-86.7111,36.1553,-86.7115,aca
2015-02-16_12:37:23,36.1543,-86.7562,36.1637,-86.7498,9f2
2015-02-20_15:52:43,36.1836,-86.6776,36.1676,-86.6855,5c6
2015-02-24_17:29:24,36.1898,-86.6989,36.1671,-86.7565,16e
2015-02-13_05:09:58,36.1558,-86.7276,36.171,-86.7083,e4c
2015-02-26_17:06:39,36.1725,-86.6913,36.1677,-86.6833,7de
2015-02-22_15:54:45,36.1639,-86.6987,36.1689,-86.7089,0ca
2015-02-22_06:38:17,36.1558,-86.7354,36.1519,-86.7276,5f4
2015-02-15_03:22:45,36.172,-86.6984,36.1633,-86.7005,0a8
2015-02-08_18:08:55,36.169,-86.702,36.1817,-86.7634,efe
2015-02-04_22:26:45,36.1669,-86.6886,36.1815,-86.6722,060
2015-02-15_02:41:25,36.179,-86.6643,36.1868,-86.697,52a
2015-02-28_21:06:44,36.1997,-86.7036,36.1762,-86.6768,36a
2015-02-07_03:35:21,36.1673,-86.7061,36.1609,-86.6974,c18
2015-02-15_03:30:22,36.1558,-86.7272,36.1559,-86.7345,b08
2015-02-28_06:49:20,36.1559,-86.7322,36.1588,-86.7608,264
2015-02-15_23:57:45,36.154,-86.774,36.1559,-86.7311,904
2015-02-06_03:35:28,36.1761,-86.6772,36.1849,-86.68,78e
2015-02-07_20:52:56,36.1722,-86.6958,36.1903,-86.7105,6ec
2015-02-01_01:44:47,36.1764,-86.7316,36.1939,-86.7071,e7e
2015-02-19_20:08:57,36.1511,-86.7431,36.1621,-86.6982,282
2015-02-24_16:40:14,36.1673,-86.7868,36.1695,-86.7012,0c0
2015-02-22_17:01:50,36.1511,-86.7189,36.1649,-86.7016,552
2015-02-26_00:46:00,36.1767,-86.7312,36.1696,-86.7446,840
2015-02-15_18:42:48,36.2,-86.7045,36.17,-86.689,43c
2015-02-22_08:40:44,36.1548,-86.7245,36.1492,-86.7079,57e
2015-02-26_02:40:27,36.1555,-86.7124,36.152,-86.6722,a74
2015-02-21_23:38:33,36.1791,-86.7312,36.1715,-86.7463,336
2015-02-16_14:55:20,36.1856,-86.6916,36.1744,-86.669,c7e
2015-02-15_06:51:36,36.176,-86.6773,36.1975,-86.6743,bce
2015-02-12_03:50:12,36.185,-86.6644,36.1663,-86.735,638
2015-02-05_04:08:36,36.1761,-86.6783,36.1652,-86.702,438
2015-02-07_05:27:14,36.1564,-86.6642,36.1725,-86.6913,9b0
2015-02-26_21:48:30,36.1806,-86.6855,36.1707,-86.7071,d50
2015-02-19_00:05:31,36.1674,-86.6917,36.1543,-86.6765,986
2015-02-20_04:10:29,36.1811,-86.6781,36.1775,-86.6979,10a
2015-02-24_23:38:35,36.1825,-86.6676,36.1722,-86.6869,622
2015-02-21_16:48:04,36.1687,-86.6593,36.1685,-86.6588,ef2
2015-02-26_22:11:04,36.1844,-86.6693,36.1969,-86.6676,624
2015-02-21_17:44:37,36.1625,-86.7366,36.1685,-86.7299,b3a
2015-02-10_20:28:29,36.1768,-86.7571,36.1764,-86.7999,538
2015-02-05_03:48:50,36.1758,-86.6983,36.1801,-86.6744,cb8
2015-02-02_15:23:29,36.1778,-86.6807,36.1709,-86.688,d30
2015-02-11_01:35:03,36.1671,-86.7455,36.1798,-86.6764,ea6
2015-02-20_15:34:34,36.1645,-86.7477,36.1635,-86.7421,742
2015-02-15_03:08:52,36.1667,-86.7468,36.1823,-86.7524,af0
2015-02-12_02:07:52,36.18,-86.7763,36.1658,-86.7448,2ee
2015-02-02_00:16:02,36.1759,-86.6776,36.1668,-86.6891,e0c
2015-02-22_05:25:09,36.1635,-86.7421,36.156,-86.7309,d3c
2015-02-28_05:17:55,36.1608,-86.7063,36.1645,-86.7515,16c
2015-02-28_12:56:39,36.1632,-86.7092,36.1646,-86.7522,0e8
2015-02-08_23:12:55,36.1811,-86.7127,36.1811,-86.7124,488
2015-02-07_03:34:57,36.1625,-86.7374,36.1548,-86.7227,b7e
2015-02-24_14:56:17,36.1533,-86.732,36.1648,-86.772,90c
2015-02-06_05:47:02,36.1673,-86.6912,36.1781,-86.6787,cd6
2015-02-21_04:23:30,36.1696,-86.7453,36.1881,-86.7081,682
2015-02-14_23:02:26,36.1645,-86.6993,36.1616,-86.737,cf8
2015-02-12_16:05:32,36.1705,-86.7066,36.1721,-86.6959,4e6
2015-02-07_19:29:54,36.1618,-86.6551,36.1713,-86.7698,9e6
2015-02-09_22:53:41,36.1683,-86.6811,36.1776,-86.6784,3e2
2015-02-20_04:16:26,36.1753,-86.6789,36.1857,-86.6824,c52
2015-02-06_02:04:53,36.1714,-86.686,36.1761,-86.6783,20e
2015-02-01_19:32:04,36.195,-86.7051,36.1866,-86.6875,3ac
2015-02-17_01:04:08,36.1651,-86.7401,36.1884,-86.7094,c9e
2015-02-11_11:58:36,36.1895,-86.6991,36.2,-86.6617,b18
2015-02-04_01:15:03,36.1703,-86.686,36.1779,-86.6982,69e
2015-02-28_04:17:03,36.1502,-86.7488,36.168,-86.7504,3ea
2015-02-22_03:50:26,36.152,-86.7113,36.1521,-86.7115,db2
2015-02-10_18:29:56,36.1773,-86.73,36.1701,-86.7446,132
2015-02-15_04:44:38,36.1664,-86.7529,36.156,-86.7317,3d8
2015-02-22_19:09:25,36.158,-86.6695,36.1701,-86.743,7aa
2015-02-12_20:57:55,36.1867,-86.7031,36.157,-86.7611,cf0
2015-02-26_18:19:49,36.1772,-86.6781,36.1674,-86.6842,7a0
2015-02-08_04:47:55,36.1676,-86.7024,36.1672,-86.7175,3c2
2015-02-12_15:42:21,36.1791,-86.7522,36.1693,-86.753,f7a
2015-02-25_15:38:52,36.1558,-86.6613,36.17,-86.6891,476
2015-02-01_21:28:22,36.1555,-86.7222,36.1497,-86.7429,e10
2015-02-11_04:49:30,36.1773,-86.6647,36.179,-86.6892,3f8
2015-02-14_03:37:51,36.1699,-86.7463,36.1743,-86.7356,0d0
2015-02-12_15:20:20,36.1557,-86.7586,36.1714,-86.7614,fd4
2015-02-24_14:29:35,36.1851,-86.6845,36.1717,-86.6668,a5c
2015-02-19_23:58:29,36.1704,-86.6936,36.1741,-86.6754,8c6
2015-02-07_18:57:42,36.1673,-86.7575,36.1725,-86.7732,224
2015-02-27_23:56:56,36.1553,-86.7312,36.164,-86.7378,c26
2015-02-20_10:12:40,36.1541,-86.7501,36.167,-86.7511,86a
2015-02-01_03:48:33,36.1486,-86.6763,36.1664,-86.741,df8
2015-02-19_12:07:55,36.1769,-86.6864,36.1687,-86.7081,45e
2015-02-05_04:37:40,36.1724,-86.6959,36.1813,-86.6862,c2e
2015-02-20_17:16:40,36.1652,-86.7521,36.1715,-86.7003,112
2015-02-14_00:03:38,36.1686,-86.7529,36.1693,-86.7528,adc
2015-02-20_00:12:01,36.1656,-86.7051,36.169,-86.7503,e80
2015-02-24_01:58:35,36.1593,-86.7554,36.1671,-86.7468,d1e
2015-02-22_07:16:05,36.1765,-86.7332,36.1768,-86.6711,296
2015-02-07_15:33:18,36.1769,-86.7321,36.1674,-86.7575,21e
2015-02-21_00:14:31,36.1761,-86.6783,36.161,-86.7074,fd6
2015-02-23_14:03:52,36.1553,-86.7303,36.1676,-86.7544,232
2015-02-06_14:54:51,36.1803,-86.7439,36.1771,-86.7645,6a8
2015-02-04_02:16:50,36.1609,-86.7624,36.152,-86.7605,340
2015-02-21_07:11:31,36.1761,-86.6774,36.1723,-86.6958,20e
2015-02-08_05:34:19,36.1565,-86.727,36.1677,-86.7031,40c
2015-02-14_02:35:28,36.1773,-86.743,36.1838,-86.6786,a38
2015-02-21_16:09:12,36.1645,-86.7294,36.1751,-86.6945,bc2
2015-02-25_03:47:06,36.1679,-86.7041,36.1831,-86.6779,dfe
2015-02-16_07:34:30,36.1683,-86.6985,36.1781,-86.6966,2b6
2015-02-08_10:32:46,36.1748,-86.6783,36.1696,-86.7446,4be
2015-02-03_01:33:21,36.1649,-86.7079,36.1754,-86.6981,420
2015-02-07_06:39:58,36.1702,-86.6875,36.1559,-86.7326,510
2015-02-20_17:51:25,36.1764,-86.7499,36.1714,-86.7477,790
2015-02-11_19:46:11,36.1758,-86.734,36.1612,-86.757,364
2015-02-27_00:31:07,36.17,-86.6902,36.1694,-86.691,744
2015-02-13_00:24:25,36.1538,-86.7289,36.1928,-86.7069,bec
2015-02-28_13:28:23,36.1727,-86.6799,36.1666,-86.6874,25e
2015-02-22_03:05:44,36.1628,-86.7367,36.1575,-86.7299,db2
2015-02-09_19:02:52,36.1727,-86.666,36.168,-86.7073,c7e
2015-02-19_12:57:38,36.1826,-86.6731,36.1674,-86.7532,4b6
2015-02-07_05:29:29,36.176,-86.6773,36.183,-86.7174,610
2015-02-20_00:40:01,36.1623,-86.737,36.1549,-86.7116,95a
2015-02-08_03:10:04,36.1674,-86.7577,36.1665,-86.7431,08a
2015-02-07_07:28:41,36.1699,-86.746,36.1765,-86.7576,dc2
2015-02-19_22:02:38,36.1703,-86.6878,36.1655,-86.7061,450
2015-02-18_22:59:30,36.1536,-86.7223,36.1879,-86.6761,36c
2015-02-27_18:32:42,36.168,-86.6827,36.176,-86.6772,a88
2015-02-20_19:14:28,36.179,-86.6972,36.1665,-86.7025,7fa
2015-02-27_04:17:49,36.1708,-86.6795,36.1781,-86.6788,884
2015-02-26_03:49:01,36.1688,-86.7014,36.1624,-86.7374,fd6
2015-02-01_04:11:03,36.1818,-86.6766,36.1676,-86.703,224
2015-02-19_00:27:15,36.1764,-86.6785,36.1598,-86.7559,d42
2015-02-23_14:20:48,36.1772,-86.6777,36.1675,-86.6856,7a0
2015-02-28_16:14:58,36.1664,-86.7348,36.1547,-86.7898,9fc
2015-02-28_23:40:07,36.1658,-86.7024,36.1688,-86.7526,7fa
2015-02-20_23:36:22,36.1724,-86.6867,36.1945,-86.7056,d4a
